Date,time,Out Temp.,Out hum.,Wind Dir.,Wind speed,SL Pressure,In T.,Today rain
28-07-2021,00:30,26.1,61%,202 (S),4.8 km/h,1010.7 hpa,27.6º,0.0 mm
28-07-2021,00:25,26.2,60%,202 (S),4.8 km/h,1010.7 hpa,27.7º,0.0 mm
28-07-2021,00:20,26.4,59%,202 (S),4.8 km/h,1010.8 hpa,27.6º,0.0 mm
28-07-2021,00:15,26.8,57%,202 (S),4.8 km/h,1010.7 hpa,27.3º,0.0 mm
28-07-2021,00:10,27.2,55%,225(SW),4.8 km/h,1010.6 hpa,27.2º,0.0 mm
28-07-2021,00:05,27.4,54%,225(SW),4.8 km/h,1010.6 hpa,27.2º,0.0 mm
28-07-2021,00:00,27.8,53%,225(SW),3.2 km/h,1010.6 hpa,27.3º,0.0 mm
27-07-2021,23:55,28.1,52%,225(SW),3.2 km/h,1010.6 hpa,27.4º,0.0 mm
27-07-2021,23:50,28.4,51%,225(SW),3.2 km/h,1010.5 hpa,27.6º,0.0 mm
27-07-2021,23:45,28.5,51%,247(SW),3.2 km/h,1010.7 hpa,27.6º,0.0 mm
27-07-2021,23:40,28.6,50%,247(SW),3.2 km/h,1010.7 hpa,27.4º,0.0 mm
27-07-2021,23:35,28.6,50%,270 (W),6.4 km/h,1010.6 hpa,27.3º,0.0 mm
27-07-2021,23:30,28.7,49%,270 (W),9.7 km/h,1010.5 hpa,27.3º,0.0 mm
27-07-2021,23:25,28.9,49%,270 (W),11.3 km/h,1010.5 hpa,27.3º,0.0 mm
27-07-2021,23:20,29.1,48%,270 (W),11.3 km/h,1010.6 hpa,27.4º,0.0 mm
27-07-2021,23:15,29.3,48%,270 (W),9.7 km/h,1010.6 hpa,27.6º,0.0 mm
27-07-2021,23:10,29.4,48%,270 (W),9.7 km/h,1010.4 hpa,27.6º,0.0 mm
27-07-2021,23:05,29.5,48%,270 (W),8.0 km/h,1010.3 hpa,27.4º,0.0 mm
27-07-2021,23:00,29.6,48%,270 (W),9.7 km/h,1010.3 hpa,27.3º,0.0 mm
27-07-2021,22:55,29.7,47%,270 (W),9.7 km/h,1010.2 hpa,27.3º,0.0 mm
27-07-2021,22:50,29.8,47%,270 (W),9.7 km/h,1010.2 hpa,27.4º,0.0 mm
27-07-2021,22:45,29.9,46%,270 (W),9.7 km/h,1010.1 hpa,27.6º,0.0 mm
27-07-2021,22:40,30.1,46%,270 (W),9.7 km/h,1010.1 hpa,27.6º,0.0 mm
27-07-2021,22:35,30.2,46%,270 (W),9.7 km/h,1010.1 hpa,27.6º,0.0 mm
27-07-2021,22:30,30.3,45%,270 (W),9.7 km/h,1010.0 hpa,27.3º,0.0 mm
27-07-2021,22:25,30.6,45%,247(SW),9.7 km/h,1010.0 hpa,27.2º,0.0 mm
27-07-2021,22:20,30.7,44%,270 (W),9.7 km/h,1010.0 hpa,27.2º,0.0 mm
27-07-2021,22:15,30.9,44%,270 (W),8.0 km/h,1009.9 hpa,27.3º,0.0 mm
27-07-2021,22:10,31.1,44%,270 (W),8.0 km/h,1009.9 hpa,27.4º,0.0 mm
27-07-2021,22:05,31.2,44%,270 (W),8.0 km/h,1009.8 hpa,27.6º,0.0 mm
27-07-2021,22:00,31.4,43%,270 (W),8.0 km/h,1009.5 hpa,27.7º,0.0 mm
27-07-2021,21:55,31.6,43%,270 (W),9.7 km/h,1009.5 hpa,27.6º,0.0 mm
27-07-2021,21:50,31.9,42%,270 (W),9.7 km/h,1009.7 hpa,27.4º,0.0 mm
27-07-2021,21:45,32.3,42%,270 (W),6.4 km/h,1009.6 hpa,27.2º,0.0 mm
27-07-2021,21:40,32.5,41%,270 (W),4.8 km/h,1009.7 hpa,27.2º,0.0 mm
27-07-2021,21:35,32.7,41%,270 (W),8.0 km/h,1009.6 hpa,27.3º,0.0 mm
27-07-2021,21:30,32.9,40%,247(SW),6.4 km/h,1009.5 hpa,27.4º,0.0 mm
27-07-2021,21:25,33.1,40%,270 (W),9.7 km/h,1009.3 hpa,27.6º,0.0 mm
27-07-2021,21:20,33.3,40%,225(SW),6.4 km/h,1009.4 hpa,27.7º,0.0 mm
27-07-2021,21:15,33.6,39%,247(SW),8.0 km/h,1009.3 hpa,27.8º,0.0 mm
27-07-2021,21:10,33.8,39%,247(SW),6.4 km/h,1009.3 hpa,27.9º,0.0 mm
27-07-2021,21:05,34.1,38%,270 (W),8.0 km/h,1009.2 hpa,28.1º,0.0 mm
27-07-2021,21:00,34.7,37%,225(SW),8.0 km/h,1009.0 hpa,28.2º,0.0 mm
27-07-2021,20:55,35.1,36%,202 (S),3.2 km/h,1009.0 hpa,28.4º,0.0 mm
27-07-2021,20:50,35.2,36%,202 (S),3.2 km/h,1008.9 hpa,28.5º,0.0 mm
27-07-2021,20:45,35.4,35%,225(SW),4.8 km/h,1008.8 hpa,28.7º,0.0 mm
27-07-2021,20:40,35.6,35%,045(NE),1.6 km/h,1008.8 hpa,28.8º,0.0 mm
27-07-2021,20:35,35.7,34%,247(SW),3.2 km/h,1008.9 hpa,29.1º,0.0 mm
27-07-2021,20:30,35.8,33%,202 (S),3.2 km/h,1008.8 hpa,29.2º,0.0 mm
27-07-2021,20:25,35.8,32%,225(SW),4.8 km/h,1008.8 hpa,29.3º,0.0 mm
27-07-2021,20:20,35.8,32%,202 (S),3.2 km/h,1008.8 hpa,29.3º,0.0 mm
27-07-2021,20:15,35.7,32%,247(SW),6.4 km/h,1008.8 hpa,29.3º,0.0 mm
27-07-2021,20:10,35.8,32%,202 (S),3.2 km/h,1008.9 hpa,29.3º,0.0 mm
27-07-2021,20:05,35.8,33%,225(SW),3.2 km/h,1008.8 hpa,29.2º,0.0 mm
27-07-2021,20:00,35.8,33%,270 (W),6.4 km/h,1008.8 hpa,29.2º,0.0 mm
27-07-2021,19:55,36.2,32%,247(SW),3.2 km/h,1008.8 hpa,29.2º,0.0 mm
27-07-2021,19:50,36.3,33%,225(SW),3.2 km/h,1008.8 hpa,29.1º,0.0 mm
27-07-2021,19:45,36.2,32%,225(SW),3.2 km/h,1008.8 hpa,29.1º,0.0 mm
27-07-2021,19:40,36.1,32%,247(SW),3.2 km/h,1008.8 hpa,29.1º,0.0 mm
27-07-2021,19:35,35.8,34%,157(SE),1.6 km/h,1008.8 hpa,28.9º,0.0 mm
27-07-2021,19:30,35.6,34%,157(SE),1.6 km/h,1008.8 hpa,28.9º,0.0 mm
27-07-2021,19:25,35.6,34%,067(NE),1.6 km/h,1008.9 hpa,28.8º,0.0 mm
27-07-2021,19:20,36.3,33%,090 (E),3.2 km/h,1008.8 hpa,28.8º,0.0 mm
27-07-2021,19:15,36.4,33%,225(SW),1.6 km/h,1008.9 hpa,28.7º,0.0 mm
27-07-2021,19:10,36.2,33%,225(SW),1.6 km/h,1008.9 hpa,28.7º,0.0 mm
27-07-2021,19:05,36.2,34%,180 (S),1.6 km/h,1008.9 hpa,28.6º,0.0 mm
27-07-2021,19:00,36.1,34%,225(SW),3.2 km/h,1009.1 hpa,28.5º,0.0 mm
27-07-2021,18:55,36.3,34%,202 (S),4.8 km/h,1009.1 hpa,28.5º,0.0 mm
27-07-2021,18:50,36.2,34%,202 (S),3.2 km/h,1009.1 hpa,28.4º,0.0 mm
27-07-2021,18:45,36.1,34%,157(SE),3.2 km/h,1009.1 hpa,28.3º,0.0 mm
27-07-2021,18:40,36.2,34%,225(SW),6.4 km/h,1009.2 hpa,28.2º,0.0 mm
27-07-2021,18:35,36.2,34%,202 (S),4.8 km/h,1009.2 hpa,28.1º,0.0 mm
27-07-2021,18:30,36.2,34%,225(SW),6.4 km/h,1009.3 hpa,27.8º,0.0 mm
27-07-2021,18:25,36.2,33%,225(SW),3.2 km/h,1009.4 hpa,27.8º,0.0 mm
27-07-2021,18:20,36.0,34%,225(SW),4.8 km/h,1009.5 hpa,27.7º,0.0 mm
27-07-2021,18:15,36.0,34%,202 (S),4.8 km/h,1009.4 hpa,27.6º,0.0 mm
27-07-2021,18:10,36.0,34%,225(SW),4.8 km/h,1009.6 hpa,27.4º,0.0 mm
27-07-2021,18:05,35.7,35%,090 (E),3.2 km/h,1009.6 hpa,27.3º,0.0 mm
27-07-2021,18:00,36.0,34%,135(SE),1.6 km/h,1009.7 hpa,27.4º,0.0 mm
27-07-2021,17:55,36.1,34%,225(SW),3.2 km/h,1009.7 hpa,27.6º,0.0 mm
27-07-2021,17:50,36.4,33%,067(NE),4.8 km/h,1009.6 hpa,27.6º,0.0 mm
27-07-2021,17:45,36.4,33%,247(SW),4.8 km/h,1009.6 hpa,27.7º,0.0 mm
27-07-2021,17:40,36.6,33%,292 (W),3.2 km/h,1009.7 hpa,27.6º,0.0 mm
27-07-2021,17:35,36.4,33%,045(NE),1.6 km/h,1009.9 hpa,27.4º,0.0 mm
27-07-2021,17:30,36.3,34%,090 (E),1.6 km/h,1009.9 hpa,27.2º,0.0 mm
27-07-2021,17:25,36.3,33%,112 (E),1.6 km/h,1010.1 hpa,27.1º,0.0 mm
27-07-2021,17:20,36.3,33%,157(SE),1.6 km/h,1010.1 hpa,27.2º,0.0 mm
27-07-2021,17:15,36.2,32%,-,0.0 km/h,1010.1 hpa,27.2º,0.0 mm
27-07-2021,17:10,36.1,32%,247(SW),3.2 km/h,1010.2 hpa,27.3º,0.0 mm
27-07-2021,17:05,36.2,32%,180 (S),3.2 km/h,1010.3 hpa,27.3º,0.0 mm
27-07-2021,17:00,36.2,32%,292 (W),3.2 km/h,1010.4 hpa,27.4º,0.0 mm
27-07-2021,16:55,36.0,32%,-,0.0 km/h,1010.4 hpa,27.6º,0.0 mm
27-07-2021,16:50,36.1,32%,315(NW),1.6 km/h,1010.5 hpa,27.6º,0.0 mm
27-07-2021,16:45,35.9,32%,022 (N),1.6 km/h,1010.6 hpa,27.7º,0.0 mm
27-07-2021,16:40,35.7,33%,000 (N),1.6 km/h,1010.7 hpa,27.8º,0.0 mm
27-07-2021,16:35,35.4,34%,000 (N),1.6 km/h,1010.7 hpa,27.8º,0.0 mm
27-07-2021,16:30,35.2,34%,022 (N),1.6 km/h,1010.8 hpa,27.9º,0.0 mm
27-07-2021,16:25,35.0,35%,022 (N),1.6 km/h,1010.9 hpa,28.1º,0.0 mm
27-07-2021,16:20,35.0,35%,067(NE),1.6 km/h,1010.9 hpa,28.2º,0.0 mm
27-07-2021,16:15,34.9,35%,000 (N),3.2 km/h,1010.9 hpa,28.3º,0.0 mm
27-07-2021,16:10,34.4,36%,-,0.0 km/h,1010.9 hpa,28.4º,0.0 mm
27-07-2021,16:05,33.9,37%,-,0.0 km/h,1011.2 hpa,28.5º,0.0 mm
27-07-2021,16:00,33.5,38%,-,0.0 km/h,1011.3 hpa,28.6º,0.0 mm
27-07-2021,15:55,33.3,38%,090 (E),3.2 km/h,1011.3 hpa,28.8º,0.0 mm
27-07-2021,15:50,33.6,37%,067(NE),3.2 km/h,1011.4 hpa,28.9º,0.0 mm
27-07-2021,15:45,33.8,37%,045(NE),1.6 km/h,1011.3 hpa,29.2º,0.0 mm
27-07-2021,15:40,33.6,38%,135(SE),1.6 km/h,1011.4 hpa,29.3º,0.0 mm
27-07-2021,15:35,33.4,38%,112 (E),8.0 km/h,1011.4 hpa,29.5º,0.0 mm
27-07-2021,15:30,33.4,38%,112 (E),4.8 km/h,1011.5 hpa,29.7º,0.0 mm
27-07-2021,15:25,33.2,38%,090 (E),4.8 km/h,1011.5 hpa,29.8º,0.0 mm
27-07-2021,15:20,33.2,38%,090 (E),1.6 km/h,1011.7 hpa,29.8º,0.0 mm
27-07-2021,15:15,32.9,39%,090 (E),1.6 km/h,1011.7 hpa,29.8º,0.0 mm
27-07-2021,15:10,32.9,39%,090 (E),8.0 km/h,1011.8 hpa,29.8º,0.0 mm
27-07-2021,15:05,33.6,38%,090 (E),4.8 km/h,1011.8 hpa,29.8º,0.0 mm
27-07-2021,15:00,33.9,38%,090 (E),1.6 km/h,1011.9 hpa,29.7º,0.0 mm
27-07-2021,14:55,33.4,40%,-,0.0 km/h,1011.9 hpa,29.7º,0.0 mm
27-07-2021,14:50,33.0,40%,180 (S),1.6 km/h,1012.0 hpa,29.7º,0.0 mm
27-07-2021,14:45,32.9,40%,112 (E),3.2 km/h,1012.1 hpa,29.7º,0.0 mm
27-07-2021,14:40,33.1,40%,135(SE),1.6 km/h,1012.2 hpa,29.7º,0.0 mm
27-07-2021,14:35,33.1,40%,157(SE),1.6 km/h,1012.2 hpa,29.6º,0.0 mm
27-07-2021,14:30,33.1,40%,-,0.0 km/h,1012.3 hpa,29.6º,0.0 mm
27-07-2021,14:25,32.8,41%,202 (S),1.6 km/h,1012.4 hpa,29.6º,0.0 mm
27-07-2021,14:20,32.6,42%,-,0.0 km/h,1012.3 hpa,29.6º,0.0 mm
27-07-2021,14:15,32.4,41%,-,0.0 km/h,1012.6 hpa,29.6º,0.0 mm
27-07-2021,14:10,32.4,42%,-,0.0 km/h,1012.7 hpa,29.6º,0.0 mm
27-07-2021,14:05,32.2,42%,-,0.0 km/h,1012.8 hpa,29.5º,0.0 mm
27-07-2021,14:00,32.2,42%,067(NE),1.6 km/h,1012.8 hpa,29.5º,0.0 mm
27-07-2021,13:55,32.1,42%,-,0.0 km/h,1012.8 hpa,29.5º,0.0 mm
27-07-2021,13:50,31.6,43%,-,0.0 km/h,1012.8 hpa,29.5º,0.0 mm
27-07-2021,13:45,31.4,44%,-,0.0 km/h,1012.8 hpa,29.5º,0.0 mm
27-07-2021,13:40,31.1,45%,-,0.0 km/h,1012.8 hpa,29.5º,0.0 mm
27-07-2021,13:35,30.8,45%,-,0.0 km/h,1013.0 hpa,29.5º,0.0 mm
27-07-2021,13:30,30.8,45%,-,0.0 km/h,1013.1 hpa,29.5º,0.0 mm
27-07-2021,13:25,30.9,45%,-,0.0 km/h,1013.0 hpa,29.4º,0.0 mm
27-07-2021,13:20,31.0,45%,-,0.0 km/h,1013.1 hpa,29.4º,0.0 mm
27-07-2021,13:15,31.0,46%,-,0.0 km/h,1013.1 hpa,29.4º,0.0 mm
27-07-2021,13:10,30.9,45%,-,0.0 km/h,1013.0 hpa,29.4º,0.0 mm
27-07-2021,13:05,30.7,46%,-,0.0 km/h,1013.0 hpa,29.4º,0.0 mm
27-07-2021,13:00,30.6,46%,-,0.0 km/h,1013.1 hpa,29.4º,0.0 mm
27-07-2021,12:55,30.1,48%,-,0.0 km/h,1013.3 hpa,29.4º,0.0 mm
27-07-2021,12:50,29.8,48%,-,0.0 km/h,1013.4 hpa,29.3º,0.0 mm
27-07-2021,12:45,29.4,50%,067(NE),1.6 km/h,1013.4 hpa,29.3º,0.0 mm
27-07-2021,12:40,29.6,50%,067(NE),1.6 km/h,1013.5 hpa,29.3º,0.0 mm
27-07-2021,12:35,29.5,51%,-,0.0 km/h,1013.5 hpa,29.3º,0.0 mm
27-07-2021,12:30,29.6,52%,067(NE),3.2 km/h,1013.6 hpa,29.3º,0.0 mm
27-07-2021,12:25,29.8,51%,-,0.0 km/h,1013.6 hpa,29.3º,0.0 mm
27-07-2021,12:20,29.3,52%,-,0.0 km/h,1013.6 hpa,29.2º,0.0 mm
27-07-2021,12:15,29.1,53%,-,0.0 km/h,1013.6 hpa,29.2º,0.0 mm
27-07-2021,12:10,29.1,52%,090 (E),1.6 km/h,1013.6 hpa,29.2º,0.0 mm
27-07-2021,12:05,28.8,54%,-,0.0 km/h,1013.6 hpa,29.1º,0.0 mm
27-07-2021,12:00,28.4,55%,-,0.0 km/h,1013.7 hpa,29.1º,0.0 mm
27-07-2021,11:55,28.3,55%,-,0.0 km/h,1013.7 hpa,29.1º,0.0 mm
27-07-2021,11:50,28.3,55%,-,0.0 km/h,1013.7 hpa,29.1º,0.0 mm
27-07-2021,11:45,28.2,55%,090 (E),1.6 km/h,1013.7 hpa,28.9º,0.0 mm
27-07-2021,11:40,27.8,58%,-,0.0 km/h,1013.8 hpa,28.9º,0.0 mm
27-07-2021,11:35,27.3,58%,-,0.0 km/h,1013.7 hpa,28.9º,0.0 mm
27-07-2021,11:30,26.8,60%,-,0.0 km/h,1013.7 hpa,28.9º,0.0 mm
27-07-2021,11:25,26.8,59%,-,0.0 km/h,1013.7 hpa,28.9º,0.0 mm
27-07-2021,11:20,26.8,59%,-,0.0 km/h,1013.7 hpa,28.8º,0.0 mm
27-07-2021,11:15,27.0,58%,090 (E),1.6 km/h,1013.8 hpa,28.8º,0.0 mm
27-07-2021,11:10,27.3,58%,090 (E),1.6 km/h,1013.8 hpa,28.8º,0.0 mm
27-07-2021,11:05,26.9,59%,-,0.0 km/h,1013.8 hpa,28.8º,0.0 mm
27-07-2021,11:00,26.7,60%,-,0.0 km/h,1013.8 hpa,28.8º,0.0 mm
27-07-2021,10:55,26.4,61%,-,0.0 km/h,1013.8 hpa,28.7º,0.0 mm
27-07-2021,10:50,26.3,60%,-,0.0 km/h,1013.8 hpa,28.7º,0.0 mm
27-07-2021,10:45,26.1,63%,-,0.0 km/h,1013.8 hpa,28.7º,0.0 mm
27-07-2021,10:40,26.1,62%,090 (E),1.6 km/h,1013.8 hpa,28.7º,0.0 mm
27-07-2021,10:35,25.9,63%,-,0.0 km/h,1014.0 hpa,28.6º,0.0 mm
27-07-2021,10:30,25.6,64%,-,0.0 km/h,1014.0 hpa,28.6º,0.0 mm
27-07-2021,10:25,25.3,64%,-,0.0 km/h,1013.9 hpa,28.6º,0.0 mm
27-07-2021,10:20,24.9,67%,-,0.0 km/h,1014.0 hpa,28.5º,0.0 mm
27-07-2021,10:15,24.6,68%,-,0.0 km/h,1013.9 hpa,28.5º,0.0 mm
27-07-2021,10:10,24.1,69%,090 (E),1.6 km/h,1013.9 hpa,28.5º,0.0 mm
27-07-2021,10:05,23.9,69%,090 (E),4.8 km/h,1014.0 hpa,28.5º,0.0 mm
27-07-2021,10:00,24.1,69%,090 (E),4.8 km/h,1014.0 hpa,28.5º,0.0 mm
27-07-2021,09:55,24.2,68%,067(NE),4.8 km/h,1013.9 hpa,28.5º,0.0 mm
27-07-2021,09:50,24.4,68%,-,0.0 km/h,1014.0 hpa,28.5º,0.0 mm
27-07-2021,09:45,24.3,69%,022 (N),1.6 km/h,1013.9 hpa,28.4º,0.0 mm
27-07-2021,09:40,24.1,71%,-,0.0 km/h,1013.8 hpa,28.4º,0.0 mm
27-07-2021,09:35,23.7,71%,022 (N),1.6 km/h,1013.7 hpa,28.4º,0.0 mm
27-07-2021,09:30,23.3,72%,022 (N),1.6 km/h,1013.7 hpa,28.3º,0.0 mm
27-07-2021,09:25,23.1,73%,000 (N),1.6 km/h,1013.7 hpa,28.3º,0.0 mm
27-07-2021,09:20,23.1,73%,022 (N),3.2 km/h,1013.7 hpa,28.2º,0.0 mm
27-07-2021,09:15,23.1,72%,022 (N),3.2 km/h,1013.6 hpa,28.1º,0.0 mm
27-07-2021,09:10,23.2,72%,045(NE),3.2 km/h,1013.7 hpa,28.1º,0.0 mm
27-07-2021,09:05,23.1,74%,-,0.0 km/h,1013.7 hpa,27.9º,0.0 mm
27-07-2021,09:00,22.9,73%,000 (N),1.6 km/h,1013.7 hpa,27.9º,0.0 mm
27-07-2021,08:55,22.9,73%,000 (N),1.6 km/h,1013.6 hpa,27.8º,0.0 mm
27-07-2021,08:50,23.0,73%,000 (N),1.6 km/h,1013.6 hpa,27.8º,0.0 mm
27-07-2021,08:45,22.8,75%,-,0.0 km/h,1013.6 hpa,27.8º,0.0 mm
27-07-2021,08:40,22.6,75%,-,0.0 km/h,1013.5 hpa,27.8º,0.0 mm
27-07-2021,08:35,22.3,76%,-,0.0 km/h,1013.6 hpa,27.7º,0.0 mm
27-07-2021,08:30,22.2,76%,000 (N),1.6 km/h,1013.7 hpa,27.7º,0.0 mm
27-07-2021,08:25,22.1,76%,000 (N),1.6 km/h,1013.7 hpa,27.7º,0.0 mm
27-07-2021,08:20,21.9,76%,022 (N),3.2 km/h,1013.7 hpa,27.7º,0.0 mm
27-07-2021,08:15,21.9,76%,045(NE),3.2 km/h,1013.6 hpa,27.6º,0.0 mm
27-07-2021,08:10,21.9,76%,157(SE),1.6 km/h,1013.6 hpa,27.6º,0.0 mm
27-07-2021,08:05,21.9,76%,157(SE),1.6 km/h,1013.6 hpa,27.6º,0.0 mm
27-07-2021,08:00,21.8,77%,-,0.0 km/h,1013.5 hpa,27.6º,0.0 mm
27-07-2021,07:55,21.8,77%,-,0.0 km/h,1013.5 hpa,27.6º,0.0 mm
27-07-2021,07:50,21.8,78%,-,0.0 km/h,1013.5 hpa,27.6º,0.0 mm
27-07-2021,07:45,21.8,78%,157(SE),1.6 km/h,1013.4 hpa,27.6º,0.0 mm
27-07-2021,07:40,21.8,78%,157(SE),3.2 km/h,1013.4 hpa,27.6º,0.0 mm
27-07-2021,07:35,21.8,78%,157(SE),1.6 km/h,1013.3 hpa,27.6º,0.0 mm
27-07-2021,07:30,21.8,77%,-,0.0 km/h,1013.3 hpa,27.6º,0.0 mm
27-07-2021,07:25,21.8,77%,157(SE),1.6 km/h,1013.2 hpa,27.6º,0.0 mm
27-07-2021,07:20,21.8,77%,-,0.0 km/h,1013.2 hpa,27.6º,0.0 mm
27-07-2021,07:15,21.7,77%,-,0.0 km/h,1013.2 hpa,27.6º,0.0 mm
27-07-2021,07:10,21.7,77%,-,0.0 km/h,1013.2 hpa,27.6º,0.0 mm
27-07-2021,07:05,21.6,77%,-,0.0 km/h,1013.1 hpa,27.6º,0.0 mm
27-07-2021,07:00,21.6,77%,-,0.0 km/h,1013.1 hpa,27.6º,0.0 mm
27-07-2021,06:55,21.5,78%,-,0.0 km/h,1013.0 hpa,27.6º,0.0 mm
27-07-2021,06:50,21.4,78%,-,0.0 km/h,1013.1 hpa,27.6º,0.0 mm
27-07-2021,06:45,21.4,78%,-,0.0 km/h,1013.0 hpa,27.4º,0.0 mm
27-07-2021,06:40,21.4,78%,-,0.0 km/h,1012.9 hpa,27.4º,0.0 mm
27-07-2021,06:35,21.4,78%,-,0.0 km/h,1013.0 hpa,27.4º,0.0 mm
27-07-2021,06:30,21.4,79%,-,0.0 km/h,1012.9 hpa,27.4º,0.0 mm
27-07-2021,06:25,21.3,79%,-,0.0 km/h,1013.1 hpa,27.4º,0.0 mm
27-07-2021,06:20,21.4,79%,-,0.0 km/h,1012.9 hpa,27.4º,0.0 mm
27-07-2021,06:15,21.4,78%,-,0.0 km/h,1012.9 hpa,27.4º,0.0 mm
27-07-2021,06:10,21.4,78%,-,0.0 km/h,1012.9 hpa,27.4º,0.0 mm
27-07-2021,06:05,21.4,78%,157(SE),1.6 km/h,1012.9 hpa,27.4º,0.0 mm
27-07-2021,06:00,21.6,77%,157(SE),1.6 km/h,1012.8 hpa,27.6º,0.0 mm
27-07-2021,05:55,21.7,77%,157(SE),1.6 km/h,1012.9 hpa,27.6º,0.0 mm
27-07-2021,05:50,21.7,78%,-,0.0 km/h,1012.8 hpa,27.7º,0.0 mm
27-07-2021,05:45,21.6,78%,-,0.0 km/h,1012.9 hpa,27.7º,0.0 mm
27-07-2021,05:40,21.4,78%,-,0.0 km/h,1013.0 hpa,27.7º,0.0 mm
27-07-2021,05:35,21.4,78%,-,0.0 km/h,1012.9 hpa,27.7º,0.0 mm
27-07-2021,05:30,21.4,78%,-,0.0 km/h,1012.9 hpa,27.7º,0.0 mm
27-07-2021,05:25,21.4,78%,-,0.0 km/h,1012.9 hpa,27.7º,0.0 mm
27-07-2021,05:20,21.4,78%,-,0.0 km/h,1012.9 hpa,27.7º,0.0 mm
27-07-2021,05:15,21.4,78%,-,0.0 km/h,1013.0 hpa,27.7º,0.0 mm
27-07-2021,05:10,21.4,79%,-,0.0 km/h,1013.1 hpa,27.7º,0.0 mm
27-07-2021,05:05,21.4,79%,-,0.0 km/h,1013.1 hpa,27.7º,0.0 mm
27-07-2021,05:00,21.4,79%,-,0.0 km/h,1013.1 hpa,27.7º,0.0 mm
27-07-2021,04:55,21.4,79%,-,0.0 km/h,1013.1 hpa,27.7º,0.0 mm
27-07-2021,04:50,21.3,79%,-,0.0 km/h,1013.1 hpa,27.7º,0.0 mm
27-07-2021,04:45,21.3,79%,-,0.0 km/h,1013.2 hpa,27.6º,0.0 mm
27-07-2021,04:40,21.3,79%,157(SE),1.6 km/h,1013.2 hpa,27.6º,0.0 mm
27-07-2021,04:35,21.3,79%,157(SE),1.6 km/h,1013.1 hpa,27.6º,0.0 mm
27-07-2021,04:30,21.3,80%,-,0.0 km/h,1013.1 hpa,27.6º,0.0 mm
27-07-2021,04:25,21.3,80%,-,0.0 km/h,1013.1 hpa,27.6º,0.0 mm
27-07-2021,04:20,21.3,80%,-,0.0 km/h,1013.3 hpa,27.6º,0.0 mm
27-07-2021,04:15,21.2,80%,-,0.0 km/h,1013.3 hpa,27.4º,0.0 mm
27-07-2021,04:10,21.2,80%,157(SE),1.6 km/h,1013.3 hpa,27.4º,0.0 mm
27-07-2021,04:05,21.2,80%,157(SE),1.6 km/h,1013.4 hpa,27.4º,0.0 mm
27-07-2021,04:00,21.2,80%,157(SE),1.6 km/h,1013.4 hpa,27.4º,0.0 mm
27-07-2021,03:55,21.2,80%,157(SE),1.6 km/h,1013.4 hpa,27.3º,0.0 mm
27-07-2021,03:50,21.3,80%,157(SE),1.6 km/h,1013.2 hpa,27.3º,0.0 mm
27-07-2021,03:45,21.3,80%,-,0.0 km/h,1013.1 hpa,27.3º,0.0 mm
27-07-2021,03:40,21.2,80%,-,0.0 km/h,1013.2 hpa,27.3º,0.0 mm
27-07-2021,03:35,21.2,80%,-,0.0 km/h,1013.2 hpa,27.3º,0.0 mm
27-07-2021,03:30,21.2,80%,-,0.0 km/h,1013.2 hpa,27.3º,0.0 mm
27-07-2021,03:25,21.2,80%,-,0.0 km/h,1013.2 hpa,27.3º,0.0 mm
27-07-2021,03:20,21.3,80%,157(SE),1.6 km/h,1013.2 hpa,27.4º,0.0 mm
27-07-2021,03:15,21.3,80%,-,0.0 km/h,1013.2 hpa,27.4º,0.0 mm
27-07-2021,03:10,21.4,80%,-,0.0 km/h,1013.3 hpa,27.4º,0.0 mm
27-07-2021,03:05,21.4,80%,-,0.0 km/h,1013.3 hpa,27.4º,0.0 mm
27-07-2021,03:00,21.3,80%,-,0.0 km/h,1013.4 hpa,27.6º,0.0 mm
27-07-2021,02:55,21.4,80%,-,0.0 km/h,1013.5 hpa,27.6º,0.0 mm
27-07-2021,02:50,21.4,80%,-,0.0 km/h,1013.4 hpa,27.6º,0.0 mm
27-07-2021,02:45,21.4,80%,-,0.0 km/h,1013.5 hpa,27.6º,0.0 mm
27-07-2021,02:40,21.4,80%,-,0.0 km/h,1013.5 hpa,27.6º,0.0 mm
27-07-2021,02:35,21.4,80%,-,0.0 km/h,1013.5 hpa,27.7º,0.0 mm
27-07-2021,02:30,21.4,80%,-,0.0 km/h,1013.6 hpa,27.7º,0.0 mm
27-07-2021,02:25,21.4,80%,157(SE),1.6 km/h,1013.7 hpa,27.7º,0.0 mm
27-07-2021,02:20,21.5,80%,-,0.0 km/h,1013.7 hpa,27.7º,0.0 mm
27-07-2021,02:15,21.5,80%,157(SE),1.6 km/h,1013.6 hpa,27.8º,0.0 mm
27-07-2021,02:10,21.6,80%,157(SE),3.2 km/h,1013.4 hpa,27.8º,0.0 mm
27-07-2021,02:05,21.6,80%,180 (S),1.6 km/h,1013.6 hpa,27.8º,0.0 mm
27-07-2021,02:00,21.7,79%,180 (S),1.6 km/h,1013.5 hpa,27.8º,0.0 mm
27-07-2021,01:55,21.7,80%,-,0.0 km/h,1013.5 hpa,27.9º,0.0 mm
27-07-2021,01:50,21.7,80%,-,0.0 km/h,1013.5 hpa,27.9º,0.0 mm
27-07-2021,01:45,21.7,80%,-,0.0 km/h,1013.5 hpa,27.9º,0.0 mm
